34	3390	-1
34	159	-1
34	3008	-1
34	3393	-1
34	3011	-1
34	2246	-1
34	2989	-1
35	164	-1
35	3391	-1
35	3009	-1
36	1320	0
36	3391	0
36	2361	0
37	2885	-1
38	1702	-1
39	3393	-1
40	10	-1
40	3009	-1
41	3391	-1
42	2880	0
42	3391	0
43	1877	0
43	3673	0
43	1179	0
43	2023	0
43	3009	0
44	1995	-1
44	1847	-1
44	3391	-1
45	3390	0
45	1707	0
46	3463	-1
46	3145	-1
46	1880	-1
46	2647	-1
46	958	-1
48	3150	-1
48	2989	-1
48	3393	-1
48	2246	-1
49	3633	-1
49	3150	-1
49	3392	-1
49	2020	-1
49	44	-1
50	3396	-1
50	1438	-1
50	3393	-1
51	3390	-1
51	2849	-1
51	2503	-1
51	2642	-1
51	3396	-1
51	3374	-1
51	799	-1
51	3150	-1
51	409	-1
51	1598	-1
51	3633	-1
51	3530	-1
51	1292	-1
51	999	-1
51	2988	-1
51	2144	-1
51	1544	-1
52	1076	-1
53	1416	-1
53	3008	-1
53	3392	-1
54	2222	-1
54	2901	-1
54	138	-1
54	1218	-1
54	2879	-1
54	1708	-1
55	1894	-1
55	1200	-1
55	2876	-1
55	2001	-1
55	3638	-1
56	2905	0
56	3392	0
56	1388	0
57	3634	-1
57	35	-1
58	3146	-1
58	284	-1
59	3391	-1
59	1882	-1
60	1880	-1
61	405	-1
61	3187	-1
61	164	-1
61	215	-1
61	1705	-1
61	3254	-1
61	535	-1
61	47	-1
62	215	-1
62	2136	-1
62	3245	-1
62	2902	-1
62	2903	-1
63	1877	-1
63	2023	-1
64	2023	0
65	3141	-1
65	3391	-1
65	1883	-1
66	164	-1
66	2643	-1
67	382	-1
68	708	-1
68	282	-1
68	42	-1
69	1017	-1
70	805	-1
70	1705	-1
71	1537	-1
72	3638	-1
73	3390	-1
74	1592	-1
75	3390	-1
76	3372	0
77	1067	-1
77	3395	-1
78	3184	-1
79	559	-1
80	3244	-1
81	2822	1
81	2317	1
81	1708	1
81	3304	1
81	942	1
82	443	-1
82	2225	-1
83	1833	-1
84	3631	-1
84	1877	-1
84	3396	-1
86	164	0
86	1697	0
87	3519	-1
87	2900	-1
88	3393	-1
89	2722	0
89	41	0
89	3673	0
90	1703	-1
90	3393	-1
90	158	-1
91	3389	-1
91	159	-1
91	1323	-1
91	1708	-1
92	2063	-1
93	3631	-1
94	131	-1
94	2315	-1
94	3392	-1
94	1708	-1
95	3186	-1
95	451	-1
95	2755	-1
95	946	-1
95	3701	-1
95	1875	-1
95	3636	-1
95	1709	-1
95	3580	-1
95	1184	-1
96	3532	-1
96	1204	-1
97	1600	-1
97	19	-1
98	3183	-1
98	3390	-1
98	3071	-1
98	1206	-1
98	2866	-1
98	2906	-1
98	2001	-1
98	19	-1
98	2385	-1
98	1597	-1
98	2368	-1
98	1057	-1
99	2622	-1
99	2877	-1
99	898	-1
99	3640	-1
100	2389	-1
100	2829	-1
100	3505	-1
100	3394	-1
100	19	-1
101	3391	-1
101	2901	-1
101	3024	-1
101	1212	-1
101	1701	-1
101	2541	-1
101	960	-1
101	2830	-1
101	2803	-1
101	2794	-1
102	2500	1
102	1323	1
102	1334	1
102	897	1
102	2774	1
102	1411	1
102	2338	1
102	3304	1
102	2997	1
102	1946	1
102	290	1
102	2410	1
102	902	1
102	3684	1
102	495	1
102	676	1
103	3391	0
103	898	0
104	1705	-1
104	162	-1
105	1419	-1
105	1436	-1
105	801	-1
105	47	-1
105	3572	-1
105	1044	-1
106	2393	-1
106	1075	-1
106	3637	-1
107	1419	0
107	1930	0
107	1075	0
107	1377	0
108	3622	1
108	1214	1
108	3637	1
108	44	1
108	2323	1
108	1946	1
108	980	1
108	2825	1
108	1988	1
108	2161	1
108	2338	1
108	1683	1
108	2699	1
108	276	1
109	248	0
109	1705	0
109	3394	0
110	2757	-1
110	3420	-1
110	138	-1
111	1044	-1
111	2882	-1
112	128	-1
113	3013	0
114	3635	-1
116	2906	-1
117	1698	-1
120	2900	-1
121	1802	0
121	3487	0
121	1071	0
121	1318	0
121	2972	0
121	280	0
121	1211	0
121	3634	0
121	3033	0
121	2987	0
121	44	0
121	385	0
121	796	0
121	798	0
121	1862	0
121	1020	0
121	2215	0
121	3532	0
121	558	0
121	1041	0
121	2219	0
121	3011	0
121	1169	0
121	1702	0
121	1703	0
121	435	0
121	1710	0
121	1603	0
121	1882	0
121	246	0
121	1674	0
121	2377	0
121	375	0
121	2810	0
121	2982	0
121	2848	0
122	2479	1
122	1316	1
122	277	1
122	1322	1
122	3608	1
122	0	1
122	1930	1
122	3	1
122	6	1
122	1743	1
122	2240	1
122	19	1
122	908	1
122	1497	1
122	1036	1
122	64	1
122	1952	1
122	1953	1
122	1954	1
122	537	1
122	2390	1
122	2394	1
122	122	1
122	3637	1
122	2703	1
122	2704	1
122	2707	1
122	2708	1
122	3263	1
122	138	1
122	3222	1
122	202	1
122	203	1
122	852	1
122	855	1
122	856	1
122	858	1
122	859	1
122	1416	1
122	3514	1
122	861	1
122	1648	1
122	1650	1
122	1651	1
122	1652	1
122	40	1
122	44	1
122	141	1
122	890	1
122	3502	1
122	1362	1
122	3383	1
122	3297	1
122	3013	1
122	3072	1
122	321	1
122	258	1
122	3293	1
122	3295	1
122	3504	1
122	3298	1
122	1294	1
122	3509	1
122	3511	1
122	3300	1
122	2120	1
122	910	1
122	912	1
122	3516	1
122	2299	1
122	794	1
122	3245	1
122	1489	1
122	1491	1
122	1493	1
122	1494	1
122	1495	1
122	2981	1
122	3537	1
122	3595	1
122	3151	1
122	3152	1
122	1837	1
122	1838	1
122	1839	1
122	909	1
122	1841	1
122	1843	1
122	1845	1
122	2229	1
122	2230	1
122	2231	1
122	2232	1
122	3406	1
122	322	1
122	1634	1
122	3708	1
122	283	1
122	2409	1
122	974	1
122	1384	1
122	1259	1
122	2161	1
123	1993	1
123	276	1
123	277	1
123	163	1
123	278	1
123	165	1
123	1208	1
123	1210	1
123	2002	1
123	3631	1
123	3632	1
123	159	1
123	3638	1
123	2989	1
123	3639	1
123	2020	1
123	794	1
123	3463	1
123	3688	1
123	3689	1
123	3333	1
123	221	1
123	2210	1
123	832	1
123	965	1
123	837	1
123	1319	1
123	1118	1
123	372	1
123	265	1
123	3004	1
123	3142	1
123	2862	1
123	2140	1
123	3145	1
123	3150	1
123	1702	1
123	1636	1
123	771	1
123	118	1
123	1876	1
123	1878	1
123	1448	1
123	2025	1
123	3390	1
123	3391	1
123	3392	1
123	3393	1
123	378	1
123	3396	1
123	3318	1
123	1410	1
123	1289	1
123	175	1
123	1330	1
123	386	1
123	458	1
124	277	-1
124	1851	-1
124	2640	-1
124	1206	-1
124	279	-1
124	1855	-1
124	3231	-1
124	1211	-1
124	3632	-1
124	3633	-1
124	3634	-1
124	3239	-1
124	35	-1
124	1745	-1
124	209	-1
124	41	-1
124	3742	-1
124	1400	-1
124	793	-1
124	2040	-1
124	3059	-1
124	1669	-1
124	904	-1
124	1384	-1
124	3639	-1
124	3652	-1
124	798	-1
124	1516	-1
124	3146	-1
124	3376	-1
124	531	-1
124	165	-1
124	3534	-1
124	3536	-1
124	2685	-1
124	3246	-1
124	2039	-1
124	132	-1
124	1487	-1
124	2902	-1
124	2413	-1
124	3012	-1
124	2244	-1
124	1438	-1
124	2246	-1
124	2247	-1
124	1439	-1
124	1702	-1
124	1703	-1
124	284	-1
124	3287	-1
124	1710	-1
124	1584	-1
124	1882	-1
124	2025	-1
124	3390	-1
124	2221	-1
124	2222	-1
124	3069	-1
124	773	-1
124	3189	-1
124	3395	-1
124	1328	-1
124	200	-1
124	2928	-1
124	3334	-1
124	3222	-1
124	18	-1
125	1317	-1
125	161	-1
125	283	-1
125	1353	-1
125	43	-1
125	1249	-1
125	1419	-1
125	797	-1
125	1425	-1
125	113	-1
125	2509	-1
125	1020	-1
125	3385	-1
125	2679	-1
125	3408	-1
125	2239	-1
125	3010	-1
125	1577	-1
125	133	-1
125	2242	-1
125	136	-1
125	2245	-1
125	2247	-1
125	1672	-1
125	2629	-1
125	2303	-1
125	2694	-1
125	1306	-1
125	1706	-1
125	2018	-1
125	1883	-1
125	3389	-1
125	3391	-1
125	3144	-1
125	1386	-1
125	2180	-1
126	1575	0
127	1852	0
127	1853	0
127	1318	0
127	279	0
127	1997	0
127	35	0
127	38	0
127	3615	0
127	1248	0
127	2503	0
127	3379	0
127	373	0
127	970	0
127	403	0
127	3007	0
127	2140	0
127	1703	0
127	2017	0
127	1880	0
127	1882	0
127	3390	0
127	3395	0
127	1331	0
127	2968	0
127	1452	0
127	3417	0
127	3683	0
128	276	-1
128	1425	-1
128	3233	-1
128	3065	-1
128	78	-1
128	3472	-1
128	44	-1
128	2169	-1
128	509	-1
128	1932	-1
128	845	-1
128	955	-1
128	2829	-1
128	196	-1
128	2217	-1
128	3183	-1
128	15	-1
128	3475	-1
128	1293	-1
128	134	-1
128	3013	-1
128	1874	-1
128	1707	-1
128	1709	-1
128	3389	-1
128	3391	-1
128	3394	-1
128	907	-1
128	1373	-1
128	911	-1
128	781	-1
128	1898	-1
128	1456	-1
128	1900	-1
129	1993	-1
129	276	-1
129	1319	-1
129	2425	-1
129	3169	-1
129	3700	-1
129	2421	-1
129	3636	-1
129	3638	-1
129	3639	-1
129	43	-1
129	41	-1
129	3529	-1
129	2216	-1
129	3535	-1
129	3263	-1
129	3009	-1
129	2241	-1
129	3150	-1
129	1702	-1
129	897	-1
129	1705	-1
129	1706	-1
129	1708	-1
129	2885	-1
129	1880	-1
129	3631	-1
129	2520	-1
129	3395	-1
129	3397	-1
129	3347	-1
129	1409	-1
129	3679	-1
129	1290	-1
129	2118	-1
130	1667	1
130	2759	1
130	1076	1
130	3633	1
130	3133	1
130	35	1
130	3638	1
130	2989	1
130	3639	1
130	2865	1
130	44	1
130	1159	1
130	821	1
130	3376	1
130	2682	1
130	1124	1
130	2899	1
130	3008	1
130	2140	1
130	3011	1
130	2246	1
130	3150	1
130	1702	1
130	1703	1
130	1878	1
130	1449	1
130	1882	1
130	3390	1
130	3391	1
130	3392	1
130	3393	1
130	775	1
130	3396	1
130	3397	1
130	378	1
130	291	1
130	3538	1
130	3136	1
130	3406	1
130	2751	1
130	276	1
130	1733	1
130	2584	1
130	3684	1
130	2119	1
130	2001	1
131	1877	1
131	2360	1
131	241	1
131	2208	1
131	867	1
131	1384	1
131	2338	1
131	937	1
131	3307	1
131	2699	1
131	3596	1
132	3507	-1
132	2393	-1
132	3513	-1
133	854	-1
134	3392	0
135	1452	-1
135	1710	-1
135	3146	-1
135	2246	-1
135	2226	-1
136	2897	-1
136	3395	-1
137	2039	-1
137	1199	-1
137	3395	-1
138	3390	0
138	2932	0
138	3395	0
139	1710	-1
139	1703	-1
139	3392	-1
139	2017	-1
140	2117	-1
140	1457	-1
140	1440	-1
141	1388	-1
141	1703	-1
141	1071	-1
141	2017	-1
141	3395	-1
142	3390	-1
142	667	-1
142	1202	-1
142	2866	-1
142	2247	-1
142	1702	-1
142	3345	-1
143	3395	-1
143	3634	-1
143	1411	-1
143	35	-1
143	1880	-1
143	1882	-1
144	3389	-1
144	575	-1
144	2901	-1
145	1710	-1
145	2042	-1
145	1744	-1
145	3379	-1
146	280	-1
146	3391	-1
146	35	-1
146	1882	-1
147	1878	-1
147	2171	-1
147	557	-1
147	35	-1
148	82	-1
148	433	-1
148	2627	-1
148	1734	-1
148	3395	-1
149	1206	-1
149	1878	-1
149	3391	-1
149	3376	-1
150	701	-1
150	3395	-1
150	1854	-1
150	3495	-1
150	1710	-1
150	3376	-1
151	1418	-1
152	1999	-1
152	1698	-1
153	1999	-1
154	1999	-1
155	3183	-1
156	1212	-1
157	1701	-1
157	405	-1
158	940	0
158	1024	0
159	3389	-1
159	1411	-1
160	442	-1
160	3638	-1
161	3390	-1
161	3150	-1
162	1044	-1
163	3183	-1
163	2138	-1
163	2434	-1
163	3394	-1
163	2895	-1
163	2174	-1
163	1701	-1
164	159	-1
165	3390	1
165	3391	1
165	1634	1
165	942	1
166	3389	-1
166	131	-1
166	576	-1
166	2337	-1
166	7	-1
166	1455	-1
166	969	-1
166	1605	-1
167	1701	0
167	2018	0
167	1117	0
167	1776	0
167	36	0
168	3389	1
168	39	1
168	2543	1
168	3394	1
168	44	1
168	458	1
168	386	1
169	1117	0
169	160	0
169	1053	0
170	2135	-1
170	250	-1
170	753	-1
170	3074	-1
170	3462	-1
170	1698	-1
170	1416	-1
170	536	-1
171	1998	0
171	3394	0
172	3014	-1
172	137	-1
172	2393	-1
173	141	-1
173	142	-1
173	3015	-1
173	258	-1
173	2022	-1
173	42	-1
174	278	1
174	3393	1
174	2023	1
175	2430	0
175	276	0
175	2433	0
175	2546	0
175	2867	0
175	3227	0
175	1322	0
175	2431	0
175	1212	0
175	1048	0
175	311	0
175	3735	0
175	3728	0
175	1054	0
175	2986	0
175	1654	0
175	39	0
175	2508	0
175	1832	0
175	3640	0
175	793	0
175	2540	0
175	1815	0
175	1251	0
175	2544	0
175	3460	0
175	3276	0
175	2547	0
175	217	0
175	944	0
175	1933	0
175	1934	0
175	339	0
175	824	0
175	1316	0
175	2660	0
175	315	0
175	1024	0
175	3255	0
175	2830	0
175	488	0
175	1753	0
175	3592	0
175	2901	0
175	3595	0
175	1779	0
175	2241	0
175	1848	0
175	3455	0
175	2143	0
175	1701	0
175	1984	0
175	899	0
175	1983	0
175	2018	0
175	2542	0
175	2021	0
175	1892	0
175	1992	0
175	1520	0
175	3570	0
175	575	0
175	1775	0
175	408	0
175	3024	0
175	67	0
175	3731	0
175	2792	0
175	1401	0
175	1360	0
175	822	0
175	1601	0
175	3563	0
175	3514	0
175	1778	0
175	2937	0
176	159	0
176	1072	0
176	1207	0
176	572	0
176	1323	0
176	1211	0
176	3631	0
176	328	0
176	2420	0
176	3634	0
176	73	0
176	3427	0
176	3638	0
176	2565	0
176	43	0
176	2500	0
176	216	0
176	671	0
176	220	0
176	2216	0
176	1751	0
176	3263	0
176	2239	0
176	3128	0
176	2141	0
176	446	0
176	134	0
176	3150	0
176	2774	0
176	1705	0
176	1542	0
176	1709	0
176	2023	0
176	2024	0
176	3188	0
176	1924	0
176	3393	0
176	3396	0
176	3397	0
176	1453	0
176	2110	0
176	1411	0
176	1421	0
177	1754	1
177	3393	1
177	1853	1
177	286	1
177	1702	1
177	2560	1
177	3533	1
177	43	1
177	2825	1
177	2484	1
177	1733	1
177	128	1
177	3307	1
177	920	1
177	2208	1
177	1384	1
177	1451	1
177	2119	1
178	1702	1
178	3638	1
179	1248	1
179	3007	1
179	3069	1
179	2906	1
179	1324	1
179	1411	1
179	2025	1
179	3304	1
180	1599	-1
180	3640	-1
180	1546	-1
180	1893	-1
181	2774	0
182	2774	-1
183	2774	-1
185	1118	-1
186	3631	-1
186	3390	-1
187	3391	1
187	1733	1
187	1765	1
187	1140	1
187	1937	1
187	1327	1
187	386	1
187	1912	1
187	2740	1
187	2268	1
187	2702	1
188	1702	-1
188	3007	-1
189	1519	-1
190	132	-1
191	3390	-1
192	1863	1
192	2740	1
192	3115	1
192	1937	1
192	2338	1
192	1849	1
192	2181	1
192	877	1
192	322	1
192	350	1
192	2920	1
193	1457	-1
194	1729	-1
195	3639	0
196	2898	0
196	1446	0
197	3139	-1
198	1926	-1
198	2680	-1
198	1656	-1
198	2241	-1
198	1322	-1
198	1934	-1
198	1049	-1
198	2112	-1
198	2398	-1
198	3508	-1
198	2021	-1
198	47	-1
199	3393	-1
199	3394	-1
199	2623	-1
199	3396	-1
199	1842	-1
199	2143	-1
199	3248	-1
199	3678	-1
199	898	-1
199	1694	-1
199	579	-1
199	311	-1
199	3682	-1
199	43	-1
199	407	-1
200	3389	-1
200	793	-1
200	132	-1
200	1205	-1
200	1931	-1
200	1670	-1
200	1208	-1
200	984	-1
200	3507	-1
200	1708	-1
200	966	-1
200	43	-1
201	3389	-1
201	2	-1
201	1999	-1
201	16	-1
201	3030	-1
201	898	-1
201	3511	-1
202	3389	-1
202	2240	-1
202	2617	-1
202	578	-1
202	3394	-1
202	3005	-1
202	3013	-1
202	911	-1
202	2169	-1
202	755	-1
202	1490	-1
202	3503	-1
202	579	-1
202	1707	-1
202	261	-1
202	1383	-1
202	39	-1
202	3514	-1
203	3662	-1
203	1706	-1
204	1570	0
204	3390	0
204	3391	0
204	2484	0
204	1074	0
204	1206	0
204	279	0
204	1997	0
204	2171	0
204	2247	0
204	1703	0
204	2016	0
204	3668	0
204	1880	0
204	2118	0
204	1882	0
205	990	-1
205	956	-1
205	3634	-1
205	3635	-1
205	2346	-1
205	43	-1
205	1454	-1
205	2351	-1
205	3532	-1
205	3005	-1
205	2904	-1
205	138	-1
205	3149	-1
205	3150	-1
205	2178	-1
205	1541	-1
205	1708	-1
205	1877	-1
205	3389	-1
205	1329	-1
205	2064	-1
205	2723	-1
206	1040	-1
206	1042	-1
206	2688	-1
206	2312	-1
206	2313	-1
206	3735	-1
206	2254	-1
206	2255	-1
206	2256	-1
206	2257	-1
206	2258	-1
207	3390	-1
207	2901	-1
207	11	-1
207	2639	-1
207	3005	-1
207	830	-1
207	3530	-1
207	1458	-1
207	3111	-1
207	47	-1
207	1992	-1
208	898	-1
209	3590	-1
209	157	-1
209	47	-1
209	3149	-1
209	988	-1
210	3590	-1
210	1701	-1
210	627	-1
210	965	-1
210	2023	-1
210	3753	-1
211	2897	-1
211	3176	-1
211	3393	-1
211	1253	-1
211	3073	-1
211	41	-1
212	65	-1
212	3391	-1
212	1855	-1
212	1874	-1
212	2389	-1
212	44	-1
213	1667	-1
213	162	-1
214	1755	-1
214	3391	-1
214	1238	-1
214	3535	-1
214	1044	-1
214	281	-1
214	168	-1
214	1651	-1
214	1062	-1
214	3639	-1
215	3390	-1
215	3318	-1
215	1952	-1
216	156	-1
216	3141	-1
216	2228	-1
216	2975	-1
216	3395	-1
217	1880	0
217	1703	0
217	3639	0
217	1882	0
217	1076	0
218	2503	-1
218	3393	-1
218	279	-1
218	1854	-1
218	2810	-1
218	1710	-1
218	1122	-1
218	1882	-1
219	2906	0
220	2787	-1
220	406	-1
221	1256	-1
222	1256	0
223	2143	-1
224	39	-1
225	3390	0
225	11	0
226	2646	-1
227	3389	-1
227	662	-1
227	1931	-1
227	67	-1
227	1322	-1
227	2112	-1
228	1256	-1
229	1256	1
229	2989	1
229	942	1
229	980	1
229	3521	1
229	386	1
229	2484	1
229	1140	1
229	29	1
229	877	1
229	1667	1
230	2906	-1
231	2021	0
232	3393	-1
233	3683	-1
234	1452	0
235	524	1
235	670	1
235	2504	1
236	529	-1
236	3150	-1
237	1689	1
237	902	1
237	3304	1
237	1634	1
238	1204	-1
238	2434	-1
238	3230	-1
238	3636	-1
238	3638	-1
238	3687	-1
238	725	-1
238	3178	-1
238	3179	-1
238	2072	-1
238	2709	-1
238	2901	-1
238	504	-1
238	2141	-1
238	1523	-1
238	2246	-1
238	2143	-1
238	2662	-1
238	2885	-1
238	3154	-1
238	1879	-1
238	1252	-1
238	3389	-1
238	249	-1
238	2963	-1
238	2804	-1
238	2060	-1
238	3397	-1
238	3030	-1
238	2065	-1
238	1411	-1
238	2318	-1
238	2034	-1
238	2937	-1
239	160	0
239	1205	0
239	1998	0
239	1322	0
239	285	0
239	128	0
239	1212	0
239	36	0
239	1828	0
239	42	0
239	1879	0
239	142	0
239	1383	0
239	1425	0
239	1595	0
239	3527	0
239	3528	0
239	258	0
239	1698	0
239	1627	0
239	3510	0
239	2709	0
239	636	0
239	1418	0
239	3074	0
239	689	0
239	1707	0
239	2388	0
239	2021	0
239	3389	0
239	2238	0
239	1758	0
239	3394	0
239	66	0
239	908	0
239	253	0
239	202	0
239	1500	0
239	3501	0
239	2611	0
239	1989	0
239	536	0
239	1775	0
240	159	-1
240	1204	-1
240	162	-1
240	36	-1
240	1211	-1
240	1876	-1
240	123	-1
240	3219	-1
240	1404	-1
240	2986	-1
240	2988	-1
240	3639	-1
240	3640	-1
240	1813	-1
240	690	-1
240	3430	-1
240	1521	-1
240	1390	-1
240	1821	-1
240	1062	-1
240	2248	-1
240	1701	-1
240	2909	-1
240	1986	-1
240	3575	-1
240	2018	-1
240	1880	-1
240	906	-1
240	3726	-1
240	2639	-1
240	2640	-1
240	3729	-1
240	3209	-1
240	898	-1
241	1069	1
241	1318	1
241	1320	1
241	1855	1
241	284	1
241	1076	1
241	2291	1
241	3633	1
241	206	1
241	3638	1
241	2989	1
241	2020	1
241	44	1
241	2039	1
241	1017	1
241	2896	1
241	799	1
241	1609	1
241	732	1
241	2567	1
241	3012	1
241	2140	1
241	2243	1
241	2866	1
241	3150	1
241	1701	1
241	1702	1
241	1703	1
241	2016	1
241	572	1
241	1876	1
241	1878	1
241	1212	1
241	1880	1
241	3390	1
241	3395	1
241	2643	1
241	897	1
241	1452	1
241	169	1
241	378	1
241	2727	1
241	241	1
242	1070	0
242	163	0
242	3634	0
242	3635	0
242	2426	0
242	40	0
242	698	0
242	1517	0
242	1110	0
242	2904	0
242	2241	0
242	3150	0
242	1702	0
242	1703	0
242	3687	0
242	1705	0
242	1028	0
242	1707	0
242	806	0
242	528	0
242	3111	0
242	2022	0
242	47	0
242	2024	0
242	3390	0
242	248	0
242	3392	0
242	3393	0
242	3395	0
242	3396	0
242	1332	0
243	2238	-1
243	662	-1
243	163	-1
243	3730	-1
243	3587	-1
243	1647	-1
243	1671	-1
243	1934	-1
243	3347	-1
243	1050	-1
243	1707	-1
243	3221	-1
243	3532	-1
243	40	-1
243	2022	-1
243	42	-1
244	1070	-1
244	1667	-1
244	202	-1
244	1322	-1
244	1323	-1
244	284	-1
244	285	-1
244	3638	-1
244	2560	-1
244	2433	-1
244	40	-1
244	41	-1
244	43	-1
244	3595	-1
244	2000	-1
244	1252	-1
244	2621	-1
244	1932	-1
244	3639	-1
244	801	-1
244	2210	-1
244	1019	-1
244	258	-1
244	3531	-1
244	1750	-1
244	971	-1
244	905	-1
244	2862	-1
244	2902	-1
244	2141	-1
244	2143	-1
244	19	-1
244	1676	-1
244	901	-1
244	1949	-1
244	1036	-1
244	3389	-1
244	1756	-1
244	3392	-1
244	408	-1
244	3394	-1
244	1761	-1
244	908	-1
244	3396	-1
244	1766	-1
244	3074	-1
244	2647	-1
244	3673	-1
244	2392	-1
244	539	-1
245	3397	0
245	2181	0
245	278	0
245	284	0
245	120	0
245	3632	0
245	330	0
245	155	0
245	3472	0
245	2989	0
245	2760	0
245	1022	0
245	838	0
245	3532	0
245	969	0
245	3008	0
245	897	0
245	1705	0
245	1707	0
245	1708	0
245	1876	0
245	2020	0
245	2023	0
245	3389	0
245	3390	0
245	3392	0
245	3314	0
245	1329	0
245	3192	0
245	667	0
245	1288	0
246	1850	-1
246	161	-1
246	3444	-1
246	282	-1
246	283	-1
246	3494	-1
246	3633	-1
246	1573	-1
246	2116	-1
246	2295	-1
246	35	-1
246	36	-1
246	1419	-1
246	1382	-1
246	1280	-1
246	1281	-1
246	953	-1
246	956	-1
246	551	-1
246	902	-1
246	2679	-1
246	1747	-1
246	399	-1
246	1572	-1
246	1433	-1
246	3010	-1
246	3556	-1
246	133	-1
246	1438	-1
246	1436	-1
246	2245	-1
246	3599	-1
246	1672	-1
246	1703	-1
246	1706	-1
246	2636	-1
246	2160	-1
246	47	-1
246	1883	-1
246	1754	-1
246	1002	-1
246	3392	-1
246	3096	-1
246	2639	-1
246	1431	-1
246	2648	-1
246	1384	-1
246	1411	-1
246	148	-1
246	1461	-1
246	153	-1
246	2423	-1
247	158	0
247	1849	0
247	1318	0
247	280	0
247	3231	0
247	1069	0
247	1325	0
247	1029	0
247	3633	0
247	3634	0
247	2872	0
247	35	0
247	1439	0
247	3039	0
247	687	0
247	798	0
247	3376	0
247	3378	0
247	1019	0
247	3530	0
247	967	0
247	2243	0
247	3246	0
247	1754	0
247	3012	0
247	1437	0
247	754	0
247	2248	0
247	1702	0
247	1703	0
247	3442	0
247	1680	0
247	1876	0
247	1877	0
247	1879	0
247	2219	0
247	3390	0
247	2640	0
247	1331	0
247	1607	0
247	2533	0
248	2879	-1
248	16	-1
249	1689	-1
250	519	1
250	520	1
250	278	1
250	1542	1
250	1324	1
250	2885	1
250	1785	1
250	2444	1
250	2239	1
250	15	1
250	2248	1
250	3391	1
250	1705	1
250	1706	1
250	1708	1
250	2310	1
250	1340	1
250	2528	1
250	68	1
250	3536	1
250	3165	1
250	3170	1
250	3630	1
250	3632	1
250	3593	1
250	3636	1
250	454	1
250	3638	1
250	2562	1
250	3432	1
250	2507	1
250	1017	1
250	1019	1
250	3254	1
250	967	1
250	968	1
250	3263	1
250	2898	1
250	2904	1
250	140	1
250	1874	1
250	1638	1
250	1876	1
250	2443	1
250	1878	1
250	1879	1
250	3113	1
250	1881	1
250	2446	1
250	1883	1
250	246	1
250	248	1
250	249	1
